16,c_allprintable_combined,1601291875,1601284040
17,c_1_31_combined,1601291875,1601284040
18,c_128_255_combined,0,1601291875
19,c_allprintable_width,0,1601291875
20,c_1_31_width,1601291875,1601284040
21,c_128_255_width,0,1601291875
22,c_allprintable_width_lj,0,1601291875
23,c_1_31_width_lj,1601290409,1601291875
24,c_128_255_width_lj,0,1601291875
25,c_nullterm_basic,1601291875,1601284040
26,c_nullterm_5w,1601291875,1601284040
27,c_nullterm_5wlj,1601291875,1601289927
28,s_basic_string_expansion,1601296622,0
29,s_only_string_expansion,1601296622,0
30,s_two_string_expansions,1601296622,0
31,s_two_string_expansions2,1601296622,0
32,s_empty_string_expansion,1601296622,0
33,s_full_then_empty_string,1601296622,0
34,s_empty_then_full_string,1601296622,0
35,s_three_strings,1601296622,0
36,s_space_padded_field_width,1601296622,1601296431
37,s_space_padded_field_width2,1601296622,1601296431
38,s_space_padded_over_field_width,1601296622,1601296431
39,s_space_padded_field_width_lj,1601296622,1601296431
40,s_space_padded_field_width2_lj,1601296622,1601296431
41,s_space_padded_over_field_width_lj,1601296622,1601296431
42,s_string_prec_notrunc,0,1601296622
43,s_string_prec_trunc,0,1601296622
44,s_string_prec_default,0,1601296622
45,s_string_prec_zero,0,1601296622
46,s_two_strings_prec_2trunc,0,1601296622
47,s_two_strings_prec_1trunc_a,0,1601296622
48,s_two_strings_prec_1trunc_b,0,1601296622
49,s_two_strings_prec_0trunc,0,1601296622
50,s_string_prec_width_notrunc,0,1601296622
51,s_string_prec_width_trunc,0,1601296622
52,s_string_prec_width_notrunc_lj,0,1601296622
53,s_string_prec_width_trunc_lj,0,1601296622
54,s_two_s_prec_width_2fit_0trunc,0,1601296622
55,s_two_s_prec_width_1fit_a_0trunc,0,1601296622
56,s_two_s_prec_width_1fit_b_0trunc,0,1601296622
57,s_two_s_prec_width_0fit_0trunc,0,1601296622
58,s_two_s_prec_width_2fit_1trunc_a,0,1601296622
59,s_two_s_prec_width_1fit_a_1trunc_a,0,1601296622
60,s_two_s_prec_width_1fit_b_1trunc_a,0,1601296622
61,s_two_s_prec_width_0fit_1trunc_a,0,1601296622
62,s_two_s_prec_width_2fit_1trunc_b,0,1601296622
63,s_two_s_prec_width_1fit_a_1trunc_b,0,1601296622
64,s_two_s_prec_width_1fit_b_1trunc_b,0,1601296622
65,s_two_s_prec_width_0fit_1trunc_b,0,1601296622
66,s_two_s_prec_width_2fit_2trunc,0,1601296622
67,s_two_s_prec_width_1fit_a_2trunc,0,1601296622
68,s_two_s_prec_width_1fit_b_2trunc,0,1601296622
69,s_two_s_prec_width_0fit_2trunc,0,1601296622
70,s_two_s_prec_width_2trunc,1601296622,1601296431
71,s_two_strings_lj_and_rj,1601296622,1601296431
72,s_two_strings_rj_and_lj,1601296622,1601296431
73,s_null_basic_string_expansion,0,1601296622
74,s_null_only_string_expansion,0,1601296622
75,s_null_space_padded_field_width,0,1601296622
76,s_null_space_padded_over_field_width,0,1601296622
77,s_null_space_padded_field_width_lj,0,1601296622
78,s_null_space_padded_field_width2_lj,0,1601296622
79,s_null_space_padded_over_field_width_lj,0,1601296622
80,s_null_string_prec_notrunc,0,1601296622
81,s_null_string_prec_trunc,0,1601296622
82,s_null_string_prec_default,0,1601296622
83,s_null_string_prec_zero,0,1601296622
84,s_basic_s_hidden,1601296622,0
85,s_width_3_s_hidden,1601296622,1601296431
86,s_width_9_s_hidden,1601296622,1601296431
87,s_prec_no_width_s_hidden,0,1601296622
88,s_prec_9_no_width_s_hidden,0,1601296622
89,s_prec_03_no_width_s_hidden,0,1601296622
90,s_prec_09_no_width_s_hidden,0,1601296622
91,s_prec_03_no_width_s_null,0,1601296622
92,s_prec_09_no_width_s_null,0,1601296622
93,s_prec_00_no_width_s_nullchar,0,1601296622
94,s_prec_01_no_width_s_nullchar,0,1601296622
95,s_prec_03_no_width_s_nullchar,0,1601296622
96,s_prec_09_no_width_s_nullchar,0,1601296622
97,s_prec_0_width_3_s_hidden,0,1601296622
98,s_prec_0_width_10_s_hidden,0,1601296622
99,s_prec_0_width_3_s_null,0,1601296622
100,s_prec_0_width_10_s_null,0,1601296622
101,s_prec_0_width_1_s_nullchar,1601296622,1601296431
102,s_prec_0_width_2_s_nullchar,1601296622,1601296431
103,s_prec_0_width_9_s_nullchar,1601296622,1601296431
104,s_prec_0_lj_width_3_s_hidden,0,1601296622
105,s_prec_0_lj_width_8_s_hidden,0,1601296622
106,s_prec_0_lj_width_3_s_null,0,1601296622
107,s_prec_0_lj_width_8_s_null,0,1601296622
108,s_prec_0_lj_width_1_s_nullchar,1601296622,1601296431
109,s_prec_0_lj_width_2_s_nullchar,1601296622,1601296431
110,s_prec_0_lj_width_6_s_nullchar,1601296622,1601296431
111,s_prec_1_width_3_s_hidden,0,1601296622
112,s_prec_1_width_10_s_hidden,0,1601296622
113,s_prec_1_width_3_s_null,0,1601296622
114,s_prec_1_width_9_s_null,0,1601296622
115,s_prec_1_lj_width_3_s_hidden,0,1601296622
116,s_prec_1_lj_width_10_s_hidden,0,1601296622
117,s_prec_1_lj_width_3_s_null,0,1601296622
118,s_prec_1_lj_width_9_s_null,0,1601296622
119,s_prec_1_lj_width_3_s_nullchar,0,1601296622
120,s_prec_1_lj_width_6_s_nullchar,0,1601296622
121,s_prec_perfect_width_3_s_hidden,0,1601296622
122,s_prec_perfect_width_20_s_hidden,0,1601296622
123,s_prec_perfect_width_3_s_null,0,1601296622
124,s_prec_perfect_width_20_s_null,0,1601296622
125,s_prec_perfect_width_3_s_nullchar,0,1601296622
126,s_prec_perfect_width_6_s_nullchar,0,1601296622
127,s_prec_perfect_lj_width_3_s_hidden,0,1601296622
128,s_prec_perfect_lj_width_20_s_hidden,0,1601296622
129,s_prec_8_lj_width_3_s_hidden,0,1601296622
130,s_prec_8_lj_width_10_s_hidden,0,1601296622
131,s_prec_8_lj_width_3_s_null,0,1601296622
132,s_prec_8_lj_width_10_s_null,0,1601296622
133,s_prec_00_lj_s_hidden_trunc,0,1601296622
134,s_prec_09_lj_s_hidden_notrunc,0,1601296622
4201,s_neg_prec_star_01,0,1601296622
4202,s_neg_prec_star_02,0,1601296622
